speaker,dialogue,author,title,comedia
Pedrisco,"Y yo, pues contigo voy (no puedo dejar de ver, pues que mi bien es tan cierto, con tan alta maravilla, el bodegón de Juanilla y la taberna del tuerto.)",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Demonio,"Bien mi engaño va trazado: hoy verá el desconfiado de Dios y de su poder el fin que viene a tener, pues él propio lo ha buscado.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,La fama desta mujer sólo a verla me ha traído.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,¿De qué es la fama?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,"La fama que della, Otavio, he tenido, es de que es la más discreta mujer que en aqueste siglo ha visto el napolitano reino.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Verdad os han dicho. Pero aquesa discreción es el cebo de sus vicios; con ésa engaña a los necios, con ésa estafa a los lindos; con una otava o soneto que con picaresco estilo suele hacer de cuando en cuando, trae a mil hombres perdidos, y por parecer discretos alaban el artificio, el lenguaje y los concetos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Notables cosas me han dicho desta mujer.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Está bien. ¿No os dijo el que aqueso os dijo que es desta mujer la casa un depósito de vivos? Y que nunca está cerrada al napolitano Enrico ni al alemán, ni al inglés, ni al húngaro, armenio o indio, ni aun al español tampoco, con ser tan aborrecido en Nápoles.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,¿Eso pasa?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"La verdad es lo que digo, como es verdad que venís della enamorado.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Afirmo que me enamoró su fama.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Pues más hay:,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Sois fiel amigo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"...que tiene cierto mancebo por galán, que no ha nacido hombre tan mal inclinado en Nápoles.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,"Será Enrico, hijo de Anareto el viejo, que pienso que ha cuatro o cinco años que está en una cama el pobre viejo tullido.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,El mismo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Noticia tengo dese mancebo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Os afirmo, Lisandro, que es el peor hombre que en Nápoles ha nacido. Aquesta mujer le da cuanto puede, y cuando el vicio de juego suele apretalle, se viene a su casa él mismo y le quita a bofetadas las cadenas, los anillos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,¡Pobre mujer!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"También ella suele hacer sus ciertos tiros, quitando la hacienda a muchos que son en su amor novicios, con esta falsa poesía.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,"Pues ya que estoy advertido de amigo tan buen maestro, allí veréis si yo os sirvo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Yo entraré con vos también; mas ojo al dinero, amigo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Con invención entraremos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Direisle que habéis sabido que hace versos elegantes y que a precio de un anillo unos versos os escriba a una dama.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Buen adbitrio.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Y yo, pues entro con vos, le diré también lo mismo. Ésta es la casa.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Y aun pienso que está en el patio.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Si Enrico nos coge dentro, por Dios que recelo algún peligro.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,¿No es un hombre solo?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,¿Sí?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,"Ni le temo, ni le estimo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,Bien escrito está el papel.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Es discreto Severino.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¿Pues no se le echa de ver?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Notablemente.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,La letra es buena.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Ya entiendo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,Las razones de ignorante.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Llega, Lisandro atrevido.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,"Hermosa es, por vida mía. Muy pocas veces se ha visto belleza y entendimiento tanto en un sujeto mismo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,"Dos caballeros, si ya se juzgan por el vestido, han entrado.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¿Qué querrán?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Lo ordinario.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Ya te ha visto.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¿Qué mandan vuesas mercedes?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,"Hemos llegado atrevidos, porque en casas de poetas y de señores no ha sido vedada la entrada a nadie.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,"Gran sufrimiento ha tenido, pues la llamaron poeta, y ha callado.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,"Yo he sabido que sois discreta en extremo, y que de Homero y de Ovidio excedéis la misma fama; y así yo y aqueste amigo que vuestro ingenio me alaba, en competencia venimos de que para cierta dama que mi amor puso en olvido y se casó a su disgusto, le hagáis algo; que yo afirmo el premio a vuestra hermosura, si es, señora, premio digno el daros mi corazón.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Por Belerma te ha tenido.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Yo vine también, señora, pues vuestro ingenio divino obliga a los que se precian de discretos, a lo mismo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¿Sobre quién tiene de ser?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Una mujer que me quiso cuando tuvo qué quitarme, y ya que pobre me ha visto, se recogió a buen vivir.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Muy como discreta hizo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"A buen tiempo habéis llegado; que a un papel que me han escrito querría responder ahora; y pues decís que de Ovidio excedo la antigua fama, haré ahora más que él hizo; a un tiempo se han de escribir vuestros papeles y el mío. [A LIDORA.] Da a todos tinta y papel.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,¡Bravo ingenio!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Peregrino.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Aquí está tinta y papel.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"Escribid, pues.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Ya escribimos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¿Tú dices que una mujer que se casó?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Aqueso digo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,Y tú a la que te dejó después que no fuiste rico.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Así es verdad.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,Y yo aquí le respondo a Severino.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"¿Qué se busca en esta casa, hidalgos?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Nada buscamos; estaba abierta y entramos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,¿Conóceme?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,¿Aquesto pasa?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"Pues váyanse noramala, que, voto a Dios, si me enojo... No me haga Celia del ojo.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,¿Qué locura a aquesta iguala?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"...que los arroje en el mar, aunque está lejos de aquí.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"Mi bien, por amor de mí.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,¿Tú te atreves a llegar? Apártate; voto a Dios que te dé una bofetada.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Si el estar aquí os enfada, ya nos iremos los dos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,"¿Sois pariente, o sois hermano de aquesta señora?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,Soy el diablo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Deteneos.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"Mi bien, por amor de Dios.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,"Aquí venimos los dos, no con lacivos deseos, sino a que nos escribiese unos papeles.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"Pues ellos, que se precian de tan bellos, ¿no saben escribir?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Cese vuestro enojo.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,¿Qué es cesar? ¿Qué es de lo escrito?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Esto es.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"Vuelvan por ellos después, porque ahora no hay lugar.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¿Los rompiste?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,Claro está y si me enojo...,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¡Mi bien!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,...haré lo mismo también de sus caras.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,Basta ya.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"Mi gusto tengo de hacer en todo cuanto quisiere; y si voarcé lo quiere, sor hidalgo, defender, cuéntese sin piernas ya, porque yo nunca temí hombres como ellos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lisandro,¿Qué ansí nos trate un hombre?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Otavio,Callá.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"Ellos se precian de hombres, siendo de mujer las almas. Si pretenden llevar palmas y ganar honrosos nombres defiéndanse desta espada.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¡Mi bien!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,Aparta.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,Detente.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,No me detendrá el mismo infierno.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"¿Qué es aquesto? ¡Ay, desdichada!",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Huyendo van que es belleza.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"Viles gallinas, ¿ansí afrentáis vuestra destreza?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"Mi bien, ¿qué has hecho?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"Nonada, gallardamente le di, a aquél más alto le abrí un jeme de cuchillada.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,¡Bien el que entra a verte gana!,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"¿Siempre, Celia, me has de dar disgusto?",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"Basta el pesar; sosiega, por vida mía.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"¿No te he dicho que no gusto que entren estos marquesotes todos guedejas, bigotes, adonde me dan disgusto? ¿Qué provecho tienes dellos? ¿Qué te ofrecen, qué te dan éstos que contino están rizándose los cabellos? De peña, de roble o risco es al dar su condición; su bolsa hizo profesión en la orden de San Francisco. ¿Pues para qué los admites? ¿Para qué los das entrada? ¿No te tengo yo avisada? Tú harás algo que me incites a cólera.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,Bueno está.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,Apártate.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"Oye, mi bien, porque sepas que hay también alguno en éstos que da. Aqueste anillo y cadena me dieron éstos.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"A ver. La cadena he menester, que me parece muy buena.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,¿La cadena?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,Y el anillo también me has de dar agora.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,Déjale algo a mi señora.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,¿Ella no sabrá pedillo? ¿Para qué lo pides tú?,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Lidora,"Mal haya quien bien os quiere, rufianes de Bercebú.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,"Todo es tuyo, vida mía; y, pues yo tan tuya soy, escúchame.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,Atento estoy.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,Sólo pedirte querría que nos lleves esta tarde a la Puerta de la Mar.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,El manto puedes tomar.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Celia,Yo haré que allá nos aguarde la merienda.,Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
Enrico,"¿Oyes, Galván? Ve a avisar luego al instante a nuestro amigo Escalante, a Cherinos y Roldán, que voy con Celia.",Tirso De Molina,El Condenado Por Desconfiado Comedia Famosa,Jornada i
