speaker,dialogue,author,title,comedia
Isabela,"No nace mi tristeza de ser esposa de don Juan, que el mundo conoce su nobleza; en la esparcida voz mi agravio fundo; que esta opinión perdida es de llorar mientras tuviere vida.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Fabio,"Allí una pescadora tiernamente suspira y se lamenta, y dulcemente llora. Acá viene, sin duda, y verte intenta. Mientras llamo tu gente, lamentaréis las dos más dulcemente.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Tisbea,"Robusto mar de España, ondas de fuego, fugitivas ondas, Troya de mi cabaña, que ya el fuego, por mares y por ondas en sus abismos fragua, y el mar forma, por las llamas, agua. ¡Maldito el leño sea que a tu amargo cristal halló camino, antojo de Medea, tu cáñamo primero o primer lino, aspado de los vientos para telas de engaños e instrumentos!",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Isabela,"¿Por qué del mar te quejas tan tiernamente, hermosa pescadora?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Tisbea,"Al mar formo mil quejas. ¡Dichosa vos, que en su tormento, agora dél os estáis riendo!",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Isabela,También quejas del mar estoy haciendo. ¿De dónde sois?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Tisbea,"De aquellas cabañas que miráis del viento heridas tan vitorioso entre ellas, cuyas pobres paredes desparcidas van en pedazos graves, dando en mil grietas nidos a las aves. En sus pajas me dieron corazón de fortísimo diamante; mas las obras me hicieron, deste monstruo que ves tan arrogante, ablandarme de suerte, que al sol la cera es más robusta y fuerte. ¿Sois vos la Europa hermosa que esos toros os llevan?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Isabela,A Sevilla llévanme a ser esposa contra mi voluntad.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Tisbea,"Si mi mancilla a lástima os provoca, y si injurias del mar os tienen loca, en vuestra compañía para serviros como humilde esclava me llevad; que querría, si el dolor o la afrenta no me acaba, pedir al rey justicia de un engaño cruel, de una malicia. Del agua derrotado, a esta tierra llegó don Juan Tenorio, difunto y anegado; amparéle, hospedéle, en tan notorio peligro, y el vil güésped víbora fue a mi planta el tierno césped. Con palabra de esposo, la que de esta costa burla hacía se rindió al engañoso; ¡mal haya la mujer que en hombres fía! Fuese al fin, y dejóme; mira si es justo que venganza tome.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Isabela,"¡Calla, mujer maldita! Vete de mi presencia, que me has muerto. Mas si el dolor te incita, no tienes culpa tú. Prosigue ¿es cierto?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Tisbea,Tan claro es como el día.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Isabela,"¡Mal haya la mujer que en hombres fía! Pero sin duda el cielo a ver estas cabañas me ha traído, y de ti mi consuelo en tan grave pasión ha renacido para venganza mía. ¡Mal haya la mujer que en hombres fía!",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Tisbea,"Que me llevéis os ruego con vos, señora, a mí y a un viejo padre, porque de aqueste fuego la venganza me dé que más me cuadre, y al rey pida justicia deste engaño y traición, desta malicia. Anfriso, en cuyos brazos me pensé ver en tálamo dichoso, dándole eternos lazos, conmigo ha de ir, que quiere ser mi esposo.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Isabela,Ven en mi compañía.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Tisbea,(Vanse.) ¡Mal haya la mujer que en hombres fía!,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Criado,"1.º Quiero apercebir la cena, que vendrá a cenar don Juan.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Criado,"1.º También es camino éste, si come con él.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Criado,"1.º A todo dice que sí, con la cabeza.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Criado,"2.º Sí, dijo.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Criado,"1.º Es noble, por cierto, y amigo de regocijo.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,¿Llegó al fin Isabela?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Pues, ¿no ha tomado bien el casamiento?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,De otra causa procede su tormento. ¿Dónde está?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,Salga del convento luego al punto; que quiero que en palacio asista con la reina más de espacio.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Véame, y galán salga; que notorio quiero que este placer al mundo sea. Conde será desde hoy don Juan Tenorio de Lebrija; él la mande y la posea; que si Isabela a un duque corresponde, ya que ha perdido un duque, gane un conde.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Merecéis mi favor tan dignamente, que si aquí los servicios ponderamos, me quedo atrás con el favor presente. Paréceme, don Diego, que hoy hagamos las bodas de doña Ana juntamente.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"No es bien que el duque Octavio sea el restaurador de aqueste agravio. Doña Ana con la reina me ha pedido que perdone al marqués, porque doña Ana, ya que el padre murió, quiere marido; porque si le perdió, con él le gana. Iréis con poca gente y sin ruido luego a hablalle a la fuerza de Triana; por su satisfación y por su abono de su agraviada prima, le perdono.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Que esta noche han de ser, podéis decille, los desposorios.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,También podéis Octavio prevenille. Desdichado es el duque con mujeres; son todas opinión y pareceres. Hanme dicho que está muy enojado con don Juan.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,No dejéis mi lado; que en el delito sois comprehendido.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Los pies, invicto rey, me dé tu alteza.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Alzad, duque, y cubrid vuestra cabeza. ¿Qué pedís?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Vengo a pediros, postrado ante vuestras plantas, una merced, cosa justa, digna de serme otorgada.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Duque, como justa sea, digo que os doy mi palabra de otorgárosla. Pedid.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Ya sabes, señor, por cartas de tu embajador, y el mundo por la lengua de la fama sabe, que don Juan Tenorio, con española arrogancia, en Nápoles una noche, para mí noche tan mala, con mi nombre profanó el sagrado de una dama.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"No pases más adelante. Ya supe vuestra desgracia. En efeto, ¿qué pedís?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,Licencia que en la campaña defienda cómo es traidor.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,¡Don Diego!,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,¿Quién eres que hablas en la presencia del rey de esa suerte?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,Eres viejo.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Tienes ya la sangre helada. No vale «Fui», sino «Soy».",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Tened, basta; bueno está. Callad don Diego; que a mi persona se guarda poco respeto. Y vos, duque, después que las bodas se hagan, más de espacio hablaréis. Gentilhombre de mi cámara es don Juan, y hechura mía, y de aqueste tronco rama. Mirad por él.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Yo lo haré, gran señor, como lo mandas.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Venid conmigo, don Diego.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,Duque...,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,Gran señor...,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,Mañana vuestras bodas se han de hacer.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Háganse, pues tú lo mandas.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Gaseno,"Este señor nos dirá dónde está don Juan Tenorio. Señor, ¿si está por acá un don Juan a quien notorio ya su apellido será?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,Don Juan Tenorio diréis.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Aminta,"Sí, señor; ese don Juan.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,Aquí está. ¿Qué le queréis?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Aminta,Es mi esposo ese galán.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,¿Cómo?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Aminta,"Pues, ¿no lo sabéis, siendo del Alcázar vos?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,No me ha dicho don Juan nada.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Gaseno,¿Es posible?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Sí, por Dios.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Gaseno,"Doña Aminta es muy honrada, cuando se casen los dos, que cristiana vieja es hasta los güesos, y tiene de la hacienda el interés, .............................................. más bien que un conde, un marqués. Casóse don Juan con ella, y quitósela a Batricio.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Aminta,Decid como fue doncella a su poder.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Gaseno,"No es juicio esto, ni aquesta querella.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"[Aparte.] (Esta es burla de don Juan, y para venganza mía éstos diciéndola están.) ¿Qué pedís, al fin?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Gaseno,"Querría, porque los días se van, que se hiciese el casamiento, o querellarme ante el rey.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,Digo que es justo ese intento.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Gaseno,Y razón y justa ley.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,[Aparte.] (Medida a mi pensamiento ha venido la ocasión.) En el Alcázar tenemos bodas.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Aminta,¿Si las mías son?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Quiero, para que acertemos, valerme de una invención. Venid donde os vestiréis, señora, a lo cortesano, y a un cuarto del rey saldréis conmigo.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Aminta,Vos de la mano a don Juan me llevaréis.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,Que desta suerte es cautela.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Gaseno,El arbitrio me consuela.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,[Aparte.] (Ellos venganza me dan de aqueste traidor don Juan y el agravio de Isabela.),Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Entre luego, y avisad al conde, porque no aguarde.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Batricio,"¿Dónde, señor, se permiten desenvolturas tan grandes, que tus criados afrenten a los hombres miserables?",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,¿Qué dices?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Batricio,"Don Juan Tenorio, alevoso y detestable, la noche del casamiento, antes que le consumase, a mi mujer me quitó; testigos tengo delante.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Tisbea,"Si vuestra alteza, señor, de don Juan Tenorio no hace, justicia, a Dios y a los hombres, mientras viva, he de quejarme. Derrotado le echó el mar; dile vida y hospedaje, y pagóme esta amistad con mentirme y engañarme con nombre de mi marido.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,¿Qué dices?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Isabela,Dice verdades.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Aminta,¿Adónde mi esposo está?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,¿Quién es?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Aminta,"Pues, ¿aún no lo sabe? El señor don Juan Tenorio, con quien vengo a desposarme, porque me debe el honor, y es noble y no ha de negarme. Manda que nos desposemos. .........................................",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Mota,"Pues es tiempo, gran señor, que a luz verdades se saquen, sabrás que don Juan Tenorio la culpa que me imputaste tuvo él, pues como amigo, pudo el cruel engañarme; de que tengo dos testigos.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,¿Hay desvergüenza tan grande? Prendelde y matalde luego. .........................................,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,¡Esto mis privados hacen!,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,¿Qué dices?,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Mota,Por las nuevas mil albricias pienso darte.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"¡Justo castigo del cielo! Y agora es bien que se casen todos, pues la causa es muerta, vida de tantos desastres.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Octavio,"Pues ha enviudado Isabela, quiero con ella casarme.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Mota,Yo con mi prima.,Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Batricio,"Y nosotros con las nuestras, porque acabe El Convidado de piedra.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
Rey,"Y el sepulcro se traslade en San Francisco en Madrid, para memoria más grande.",Tirso De Molina,El Burlador De Sevilla,Jornada Iii
