speaker,dialogue,author,title,comedia
Belisa,"Por él, Finea, te mando un hábito de picote.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"No, sino el tuyo de raso.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,Soy contenta. Dime agora qué respondió.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,En tono bajo leyó y dijo: «Linda letra».,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¿No dijo nada a la mano?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"No, a fe.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,No era de Lucinda.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"Llamó a Tello, y el picaño a tres «holas» respondió, que estaba hablando en el patio. Pidió la capa y la espada, y díjome: «Luego parto a ver qué manda aquel ángel».",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¿«Ángel» dijo? Eso es engaño.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"Es verdad, que lo añadí por aquello de la mano; que la lisonja es la fruta que más se sirve en palacio, y en ti un ángel más o menos no es lisonja, habiendo tantos.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"¿En cuerpo estaba, en efeto?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"Un gabancillo leonado tenía, untado con oro.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¿Con gabán? Es cierto caso que tendría bigotera.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"No la nombres, que me espanto de ver los hombres con ella, y hay muchos tan confiados que a la ventana se ponen, que es como asomarse un macho. Mientras tiene bigotera, un hombre ha de estar cerrado en un sótano.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Si es de ámbar, con cairel de oro, no es malo, y quitada importa poco.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"Siempre pienso que, asomando la boca por entre el cuero, me coca algún mono zambo.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¿Hubo montera?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"El cabello sirve a los mozos, este año, de montera y papahígo.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Bien parecen aseados. Ahora bien, va de aposento. ¿Hay gran pobreza?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"¿Un soldado qué ha de tener? Las paredes vestían cuatro retratos: uno del rey, que Dios guarde, y otro de Lucinda al lado.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¿Y no tuvo celos?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,¿Cómo?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"¿No ves, necia, que hace caso la imaginación, y celos son hombres imaginados? ¿Y de quién eran los otros?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"El uno de don Gonzalo de Córdoba, su pariente, que en los países y estados de Flandes, me dijo Tello, que anduvo con él.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,Aguardo el vestido de la noche.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"¿La cama dices? De raso de la China un pabellón; lo limpio no sé pintarlo, que un tafetán lo cubría; lo demás, baúles, trastos de casa, ajuar de mozos: libros, guitarra, ante, casco, y un broquel en un rincón.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,Sin duda viene. Habla paso.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,¿En qué lo ves?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"En el alma, que me lo ha dicho temblando.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,¿Puedo yo penetrar su entendimiento? ¿No ves que fuera necia diligencia?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"Sí, pero... en su presencia estar como novicio de convento, que no ve tierra, más de la que pisa...",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,"Tello, yo bien presumo que Belisa me tiene voluntad; pero en efeto, en esto solo quiero ser discreto, no siendo confiado. Demás que no es amor haberme honrado con hacerme merced, y si lo fuera, no llegara Belisa a ser tercera de los amores de Lucinda.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"Mira que se suele cubrir una mentira con capa de verdad, y el que se llama galán no ha de aguardar a que la dama le requiebre primero. Iba un fraile devoto caballero y, cuando tanta espuela le metía a la mula, decía: «Arre, por caridad, hermana mula».",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,Belisa nos escucha. Disimula.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Señor don Juan, ¿sin verme tantos días? ¿Qué es esto? Ingratamente lo habéis hecho. ¿Trocamos vos y yo las bizarrías?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,Estoy de vuestra gracia satisfecho; pero por no cansaros me habrá de suceder desobligaros.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Señor don Juan, a cierta dama un día presentó un papagayo un caballero, diciéndole que todo lo sabía, si no era hablar. Lo mismo os considero: vos sois galán, discreto y entendido, apacible, valiente y bien nacido, modesto, airoso, atento y de buen trato, y solo os falta hablar, por ser ingrato. Y tú, Tello, también.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"Cual es el dueño, tal el criado.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"A fe de calahorreño que estoy sin culpa yo, que solo he sido lechón de aqueste pródigo perdido, eco de aquesta voz. Parte el Cardona, verás que soy la maza.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,¿Y yo?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,La mona.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,Bueno por vos me pone.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,Bien merece vuesa merced que Tello así le trate.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,¿Vuesa merced?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,¿Yo soy un disparate?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"No hay tan bravo león que no se rinda a los divinos ojos de Lucinda. ¡Qué tierno habrá llorado el buen Cardona, y qué habrá dicho allá de mi persona! ¿Pintome muy feísima? Que cierto se haría un ermitaño en un desierto, y tentación a mí, por lo del río y los celos del Soto.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,"Es desvarío. Contaros todo lo que pasa quiero. Diré verdad a fe de caballero aragonés, y Córdoba y Cardona, y si mintiere, y esto no me abona, no vuelva yo a los ojos de mi padre.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,Decid también «de mi señora madre».,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,"Después, Belisa hermosa, que le distes con tal gracia, a Lucinda, tales celos en aquel Soto, donde sol salistes, más claro que el que adoran Delfo y Delos, escribiome un papel con ansias tristes hasta en la letra -¡oh, vengadores cielos!-: que en lágrimas envueltas y borrones apenas se entendían las razones. Fui a verla, como allí me lo rogaba, y hallela con la mano en la mejilla, que el cuerpo en el estrado reclinaba; saludela, llegué, tomé una silla. Lucinda, que la puerta me negaba -¡oh, castigo de amor!, ¡oh, maravilla!-, me dio su estrado; que en llegando a estado tan bajo amor, poco hay de estado a estrado. Tomándome las manos y bañando las de los dos con lágrimas, decía que me adoraba tiernamente, cuando por obligarle a amor, desdén fingía. Apenas, oh Belisa, vi llorando la que ser piedra para mí solía, cuando quedé como en la luz infusa Atlante del espejo de Medusa. Declarome secretos pensamientos de una razón de estado bachillera, materia de obligar a casamientos, que yo escuché como si piedra fuera. Salí después de tantos sentimientos tan desenamorado, que pudiera vender olvido a la mayor constancia. ¡Gran cosa levantarse con ganancia! Cual suele labrador en noche oscura dormir en la campaña a cielo abierto, y ver la luz del alba hermosa y pura, o todo el sol de súbito despierto, así salí de confusión tan dura súbitamente y desde el golfo al puerto, que, despicado, en viéndome querido, su llanto risa fue, su amor olvido. Ni la vi más ni la veré en mi vida. Como, duermo, paseo y tiempo tengo para mi pretensión, que, de perdida, con verme libre, a restaurarla vengo. No lágrimas, no más traición fingida; a nuevo amor el corazón prevengo; aunque quien resucita, nadie crea que en volverse a morir discreto sea.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,Notable historia.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,Yo os digo la verdad.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¿Cierto?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,Tan cierto que en mí fue sueño despierto lo que en Lucinda castigo. No más Lucinda. Ya es hecho. A vuestros ojos lo juro: algún divino conjuro me la ha sacado del pecho.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Tello, ¿es esto así?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"No sé que pueda no ser así porque esto pasa ante mí, señora, de que doy fe. Ya cesó la devoción de aquel su pasado arrobo, porque come como un lobo y duerme como un lirón; quitósele la celera y el amor.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,Gracias a Dios.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"Pero enamoralde vos, a lo divino tercera; dad sujeto a este galán de vuestra mano.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Sí, hiciera, si alguna dama supiera cómo la quiere don Juan.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,Una así como vos...,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"¿Yo, Tello?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"Así, toda florida, despejada, bien prendida.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Necia y lindísima, ¿no?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"Más quiero engaños, rigores, iras y celosas tretas de las divinas discretas, que de las necias favores.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,"Deja, Tello, a su elección la dama que quiere darme.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Quiero para asegurarme que estéis en aprobación; que hay amante que, enojado, sirve otro sujeto un mes y vuelve a echarse a sus pies más tierno y enamorado. Y aun busca satisfación a su misma pesadumbre, porque la mala costumbre puede más que la razón.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,"Si yo volviere a querer a Lucinda, plega a Dios...",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¡No juréis!,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,"Pues dadme vos, por vuestro gusto, mujer que pueda amar y estimar, y veréis lo que me obliga.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Yo conozco cierta amiga que de vos me suele hablar... Pero no, que me parece que os volveréis luego allá.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"Apostaré que te da, según la dama encarece, alguna doña Terrible.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Pues eso, si la burláis, que a Zaragoza volváis, lo tengo por imposible.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,"Estando vos de por medio, aunque sin mi gusto fuera, con mil almas la quisiera.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,"Yo intento vuestro remedio y quiero que la veáis; mas primero que se rinda, cuantas prendas de Lucinda tenéis, guardáis y adoráis, mayormente su retrato, me habéis de dar.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,"Hoy haré que las traiga Tello, en fe de que ya le soy ingrato.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¿Y será cierto?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,¿Pues no?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,¿Cumpliréislo todo ansí?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,Digo mil veces que sí. ¿Mas quién es la dama?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Belisa,Yo.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,¿Y tú no me quieres dar una ninfa a quien querer?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,"¿Qué tiene que me volver, de Fabia después de estar un año en aprobación?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,Toda alhaja fregonil rendiré a tu pie gentil.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,¿Hay retrato?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,Un san Antón para tener le pedí en mi aposento.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,¿Y que no verá más a Fabia?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,¿Yo? ¿Mas quién es la ninfa?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Finea,Mí.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,¿Qué sientes de esto?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,Estoy loco.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,"Ama, quiere aquí, porfía.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,A tal gracia y bizarría darle mil almas es poco. ¡Con qué gusto dijo: «Yo»!,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,¡Y la picarilla: «Mí»! ¿Vas enamorado?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,Sí.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Tello,¿No ha de haber Lucinda?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Juan,No.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,"Ninguna cosa, Fernando, me entretiene: estoy perdido.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fernando,¿Cómo has de hallar el olvido si estás siempre imaginando?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,"Como la imaginación es madre de los concetos, olvidan mal los discretos que celos concetos son. De aquí nace que poetas son los más enamorados, imaginando, engañados, a sus damas tan perfetas.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fernando,¿En tantas difiniciones de amor nunca van hallando la verdad?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,"No hay más, Fernando, que ser imaginaciones. ¿Belisa, en fin, se ha casado?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fernando,El Cardona aragonés es gentilhombre.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,"Sí es, con que más celos me ha dado.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fernando,Él entra en su casa ya con libertad de marido.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,"Bastante defensa ha sido. Segura Belisa está, que a no ser marido, es cierto que no sufriera galán, y menos el tal don Juan. Cantad algo, que estoy muerto.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,"Cuando ese estribo escribí, ¡qué bizarra la miré! Cantad la copla, y haré una endecha para mí.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fabia,"Formaron tu pensamiento los celos, que no el agravio.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,Por estar herido Otavio nuevos engaños intento.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fabia,Aquí está el conde.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,¡Y qué triste está escuchando cantar! ¿Puede una mujer entrar?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fernando,"Nadie la entrada resiste a tal gracia y hermosura. ¿Señor, duermes?",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,¿Qué me quieres?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fernando,Que te buscan dos mujeres.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,¿Es Belisa por ventura?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,No soy sino la mayor enemiga de esa dama: Lucinda soy.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,Por la fama conozco vuestro valor.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,En fe del vuestro he venido a suplicaros.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,Primero tomad una silla.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,"Hoy quiero satisfacer el oído de la verdad, que en ausencia tanto ha escuchado de vos.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,Satisfaremos los dos la fama con la presencia.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,"Esta natural pasión, generoso conde Enrique, que, contraria de la ira, en nuestros pecho reside, siempre la he juzgado igual, y, si decirse permite, ira y amor son lo mismo, porque, como es imposible que haya amor sin celos, y ellos venganza de agravios piden, es fuerza que entre la ira adonde el amor la admite, como se ve por ejemplos de esposos y amantes firmes, que mataron lo que amaban por celos; de que se sigue que la ira y el amor no son diferentes fines aunque, en principios, contrarios. Todo este prólogo sirve de que el amor y la ira me traen a que os suplique que, a mi remedio, el valor de vuestra sangre os incline, por la ofensa que también de mis agravios recibe. Vino don Juan de Cardona, yo sé que una vez le vistes, de Zaragoza a la corte, caballero de la insigne casa que en sus armas pone plumas de pavón por timbre. Un día que nuestro rey corrió lanzas, nuevo Aquiles, descuidada, y no de galas, a ver y ser vista vine. Mirando, pues, con el brío que la espuela en sangre tiñe del bridón, que con las alas del viento las plantas mide, cuando, a la sortija atento, el que a dos mundos asiste con solo un cetro, la lanza pasa de la cuja al ristre, y airosamente la lleva, veo que el don Juan que os dije, atento a las de mis ojos, era de sus niñas lince. La fiesta hizo fin, y amor principio, que por oírle halló lugar y esperanza de quererme y de seguirme. Desde aquel día hasta agora en pretenderme prosigue don Juan; mas yo, deseando a mejor fin reducirle, dile celos y desdenes, falso arbitrio con que hice que, mudando pensamiento, otra dama solicite. Esta, a quien tan bien lo sabe no es razón que yo la pinte, si bien en sus bizarrías cuanto celebran consiste; dejáronla mucha hacienda sus padres; luce y repite con bostezos de señora a escuderos y tellices. Esta, pues, que de don Juan fue la encantadora Circe, como aquella que entretuvo sin entendimiento a Ulises, no solo ha podido hacer que me aborrezca y olvide, sino que en el verde Soto -que de puro cristal ciñe Manzanares, y este mes de verdes álamos viste- le llamó marido. ¡Ay, cielos! ¿Cómo pude resistirme? Desde aquel día me matan celos y congojas tristes. Llamele y díjele amores; pero apenas quiso oírme: que ensoberbece a los hombres ver las mujeres humildes. A los dos, Enrique ilustre, una misma ofensa aflige; y así es justo que a los dos la misma venganza obligue. Yo haré de mi parte cuanto fuere a una mujer posible; que las más tiernas amando, con celos se vuelven tigres; vos de la vuestra, y los dos para los dos, que si rinden celos, les daremos celos. ¡Al arma! ¡Mueran, suspiren! No se han de casar: que a vos os toca. O quedemos libres o vengados; que aunque es fuerte, no es el amor invencible.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,"Ya de vuestra relación alguna parte sabía, porque la enemiga mía me dio a saber la ocasión. La soberbia y presunción de Belisa se ha rendido al título de marido y, con ser así, mi amor se agravia de su rigor, pues no me permite olvido. Por vos y por mí hacer quiero, en lo que posible fuere, lo que no contradijere a la ley de caballero. Que nos venguemos espero: vos con celos de tan necio galán, y yo, que me precio de que estimen mis cuidados; que es venganza de olvidados hacer del rigor desprecio. Fuera de que puede ser, -perdone vuestro valor- que de fingir este amor viniésemos a querer, porque suele suceder que, cosas de amor tratando dos libres, y no pensando que pueden ser verdaderas, venir a acabar en veras lo que se empieza burlando. Yo me rindo al talle y brío del galán aragonés; pero no tanto, después que Belisa ofende el mío. Entremos en desafío, dos a dos, adonde espere vitoria el que más pudiere en el campo de los dos; y ayude Amor, pues es dios, al que más razón tuviere.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,"Cierta será la vitoria, Enrique, si me ayudáis.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,"Mirad cómo la trazáis, que resulte en vuestra gloria.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,"En toda amorosa historia no es bien que el fin se presuma. Mujer soy, y será en suma, con que disculpada quedo, mío de amor el enredo, y vuestra será la pluma.",Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Conde,Amor la imprima.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fabia,¿Qué has hecho?,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Lucinda,Vengarme de quien me agravia.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
Fabia,Loca estás.,Félix Lope De Vega Carpio,Las Bizarrías De Belisa Comedia Famosa,Jornada Ii
